query,extension,sink_file,sink_line
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/admin_shipping_costs_ajax.php","92"
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/copy_duplicate_product.php","13"
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/copy_duplicate_product.php","37"
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/copy_duplicate_product.php","49"
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/copy_duplicate_product.php","109"
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/copy_duplicate_product.php","118"
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/copy_duplicate_product.php","131"
"SQL injection","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/copy_duplicate_product.php","143"
"Command injection","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1931"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/font_metrics.cls.php","237"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/font_metrics.cls.php","242"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/ajax_products_search.php","204"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/ajax_products_search.php","206"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/scripts/front_pages/products_search.php","632"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/scripts/front_pages/products_search.php","637"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/scripts/front_pages/store_locator.php","135"
"File inclusion","bvbmedia_multishop","/bvbmedia_multishop/scripts/front_pages/store_locator.php","137"
"Server-side request forgery","bvbmedia_multishop","/bvbmedia_multishop/js/js-webshim/shims/FlashCanvas/proxy.php","67"
"Server-side request forgery","bvbmedia_multishop","/bvbmedia_multishop/js/js-webshim/shims/FlashCanvasPro/proxy.php","67"
"Server-side request forgery","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_fe.php","10392"
"Server-side request forgery","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_fe.php","10393"
"Server-side request forgery","captcha-eu_typo3-powermail","/captcha-eu_typo3-powermail/Classes/Domain/Validator/SpamShield/CaptchaEUMethod.php","54"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/js/js-webshim/shims/FlashCanvas/proxy.php","72"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/js/js-webshim/shims/FlashCanvasPro/proxy.php","72"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/mod1/pages/administration.php","435"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1681"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1682"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1708"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1709"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1757"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1776"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1795"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1808"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.mslib_befe.php","1821"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.tx_mslib_admin_import.php","89"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.tx_mslib_admin_import.php","90"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.tx_mslib_admin_import.php","107"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/pi1/classes/class.tx_mslib_cart.php","424"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/dompdf_config.custom.inc.php","10"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/dompdf_config.custom.php","10"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/cpdf_adapter.cls.php","226"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/dompdf.cls.php","502"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/font_metrics.cls.php","224"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/font_metrics.cls.php","240"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/font_metrics.cls.php","241"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/font_metrics.cls.php","343"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/stylesheet.cls.php","310"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/load_font.php","132"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_cms.php","68"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_cms.php","69"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_cms.php","118"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_customer_import.php","55"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_customer_import.php","56"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_customer_import.php","73"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_customers.php","40"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_customers.php","41"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_customers.php","58"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_invoices.php","40"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_invoices.php","41"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_invoices.php","58"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_orders.php","40"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_orders.php","41"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_export_orders.php","58"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_import.php","231"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_import.php","232"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_import.php","266"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_import.php","576"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_import.php","620"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_import.php","4099"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_import.php","4100"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_payment_modules.php","727"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_payment_modules.php","728"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_payment_modules.php","779"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_product_feeds.php","40"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_product_feeds.php","41"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_product_feeds.php","58"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_shipping_modules.php","646"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_shipping_modules.php","647"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_shipping_modules.php","697"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/core.php","387"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/includes/admin_edit_product.php","1305"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/includes/zzzz_admin_edit_product.php","1195"
"Path traversal","bvbmedia_multishop","/bvbmedia_multishop/scripts/core.php","101"
"Path traversal","bytebuilders_t3clickmark","/bytebuilders_t3clickmark/Classes/Controller/FeedbackApiController.php","190"
"Path traversal","bytebuilders_t3clickmark","/bytebuilders_t3clickmark/Classes/Service/AgencyDeskForwardingService.php","279"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/js/jquery-hashchange-master/shared/json_echo.php","46"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/js/jquery-hashchange-master/shared/json_echo.php","56"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/js/jquery-hashchange-master/shared/json_echo.php","64"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/js/js-webshim/shims/FlashCanvas/save.php","44"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/js/js-webshim/shims/FlashCanvasPro/save.php","44"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/dompdf.php","153"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/dompdf.php","18"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/dompdf.php","88"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/cpdf_adapter.cls.php","225"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/functions.inc.php","863"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/style.cls.php","1518"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/stylesheet.cls.php","1170"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/stylesheet.cls.php","1171"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/stylesheet.cls.php","1335"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/stylesheet.cls.php","1341"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/include/stylesheet.cls.php","1390"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/load_font.php","17"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/load_font.php","130"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/res/dompdf/load_font.php","137"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_customer_groups.php","50"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/admin_customer_groups.php","56"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/includes/admin_edit_module.php","36"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/includes/admin_edit_module.php","143"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/admin_pages/includes/admin_edit_module.php","170"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/admin_shipping_costs_ajax.php","441"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/ajax_attributes_option_value_search.php","88"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/ajax_pages/ajax_products_search.php","34"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/front_pages/store_locator.php","70"
"Reflected XSS","bvbmedia_multishop","/bvbmedia_multishop/scripts/front_pages/store_locator.php","76"
"Reflected XSS","bytebuilders_t3clickmark","/bytebuilders_t3clickmark/Classes/Middleware/InjectWidgetMiddleware.php","85"
"Reflected XSS","caretaker_caretaker","/caretaker_caretaker/Classes/ajax/class.tx_caretaker_NodeInfo.php","190"
"Reflected XSS","caretaker_caretaker","/caretaker_caretaker/Classes/ajax/class.tx_caretaker_NodeInfo.php","227"
"Reflected XSS","caretaker_caretaker","/caretaker_caretaker/Classes/ajax/class.tx_caretaker_NodeInfo.php","230"
"Reflected XSS","caretaker_caretaker","/caretaker_caretaker/Classes/ajax/class.tx_caretaker_NodeInfo.php","272"
"Reflected XSS","caretaker_caretaker","/caretaker_caretaker/Classes/ajax/class.tx_caretaker_NodeInfo.php","281"
"Reflected XSS","caretaker_caretaker","/caretaker_caretaker/Classes/ajax/class.tx_caretaker_Utility.php","171"
"Code injection","eliashaeussler_typo3-warming","/eliashaeussler_typo3-warming/Classes/Http/Message/Event/WarmupFinishedEvent.php","92"
"Code injection","eliashaeussler_typo3-warming","/eliashaeussler_typo3-warming/Classes/Http/Message/Event/WarmupFinishedEvent.php","93"
"Code injection","erecht24_er24-rechtstexte","/erecht24_er24-rechtstexte/Classes/Controller/AjaxController.php","131"
"Server-side request forgery","eliashaeussler_typo3-sitemap-locator","/eliashaeussler_typo3-sitemap-locator/Classes/Sitemap/SitemapLocator.php","119"
"Server-side request forgery","erecht24_er24-rechtstexte","/erecht24_er24-rechtstexte/Classes/Api/BaseApi.php","54"
"Path traversal","fab_media","/fab_media/Classes/FileUpload/Base64File.php","86"
"Path traversal","fab_media-upload","/fab_media-upload/Classes/FileUpload/Base64File.php","97"
"Path traversal","fab_media-upload","/fab_media-upload/Classes/FileUpload/MultipartedFile.php","31"
"Path traversal","fab_media-upload","/fab_media-upload/Classes/FileUpload/StreamedFile.php","61"
"File inclusion","felixnagel_t3extblog","/felixnagel_t3extblog/Tests/Acceptance/router.php","20"
"Server-side request forgery","ffpi_node-updates","/ffpi_node-updates/Classes/Task/AbstractNodeTask.php","169"
"Server-side request forgery","ffpi_nodecounter","/ffpi_nodecounter/Classes/Utility/RestApi.php","195"
"Path traversal","felixnagel_pluploadfe","/felixnagel_pluploadfe/Classes/Middleware/Upload.php","326"
"Path traversal","felixnagel_pluploadfe","/felixnagel_pluploadfe/Classes/Middleware/Upload.php","336"
"Path traversal","felixnagel_pluploadfe","/felixnagel_pluploadfe/Classes/Middleware/Upload.php","353"
"Path traversal","felixnagel_pluploadfe","/felixnagel_pluploadfe/Classes/Middleware/Upload.php","371"
"SQL injection","fluidtypo3_site","/fluidtypo3_site/Classes/Service/KickStarterService.php","386"
"Code injection","fluidtypo3_flux","/fluidtypo3_flux/Classes/Form/AbstractFormField.php","72"
"Code injection","fluidtypo3_flux","/fluidtypo3_flux/Classes/Form/AbstractFormComponent.php","412"
"Code injection","fluidtypo3_flux","/fluidtypo3_flux/Classes/Form/Field.php","52"
"Code injection","fluidtypo3_flux","/fluidtypo3_flux/Classes/Form/Transformation/DataTransformerRegistry.php","30"
"Path traversal","fixpunkt_fp-social","/fixpunkt_fp-social/Classes/Utilities/ImageUtility.php","122"
"SQL injection","friendsoftypo3_compatibility6","/friendsoftypo3_compatibility6/Classes/ContentObject/SearchResultContentObject.php","611"
"Path traversal","friendsoftypo3_content-blocks-gui","/friendsoftypo3_content-blocks-gui/Classes/Service/ContentTypeService.php","285"
"Path traversal","friendsoftypo3_content-blocks-gui","/friendsoftypo3_content-blocks-gui/Classes/Service/ContentTypeService.php","286"
"Path traversal","friendsoftypo3_content-blocks-gui","/friendsoftypo3_content-blocks-gui/Classes/Utility/ContentBlocksUtility.php","283"
"Path traversal","friendsoftypo3_content-blocks-gui","/friendsoftypo3_content-blocks-gui/Classes/Utility/ContentBlocksUtility.php","384"
"Reflected XSS","friendsoftypo3_adodb","/friendsoftypo3_adodb/adodb/pear/auth_adodb_example.php","7"
"SQL injection","friendsoftypo3_interest","/friendsoftypo3_interest/Tests/Functional/DataHandling/Operation/CreateRecordOperationTest.php","88"
"SQL injection","friendsoftypo3_interest","/friendsoftypo3_interest/Tests/Functional/DataHandling/Operation/UpdateRecordOperationTest.php","263"
"Command injection","friendsoftypo3_rtehtmlarea","/friendsoftypo3_rtehtmlarea/Classes/Controller/SpellCheckingController.php","299"
"Command injection","friendsoftypo3_rtehtmlarea","/friendsoftypo3_rtehtmlarea/Classes/Controller/SpellCheckingController.php","393"
"Path traversal","friendsoftypo3_interest","/friendsoftypo3_interest/Classes/DataHandling/Operation/Event/Handler/PersistFileData.php","193"
"Path traversal","friendsoftypo3_rtehtmlarea","/friendsoftypo3_rtehtmlarea/Classes/Controller/SpellCheckingController.php","416"
"Path traversal","friendsoftypo3_rtehtmlarea","/friendsoftypo3_rtehtmlarea/Classes/Controller/SpellCheckingController.php","493"
"Path traversal","friendsoftypo3_rtehtmlarea","/friendsoftypo3_rtehtmlarea/Classes/Controller/SpellCheckingController.php","501"
"Path traversal","friendsoftypo3_rtehtmlarea","/friendsoftypo3_rtehtmlarea/Classes/Controller/UserElementsController.php","229"
"Server-side request forgery","gdpr-extensions-com_gdpr-extensions-com-cm","/gdpr-extensions-com_gdpr-extensions-com-cm/Classes/Controller/GdprManagerController.php","656"
"Server-side request forgery","gdpr-extensions-com_gdpr-extensions-com-cm","/gdpr-extensions-com_gdpr-extensions-com-cm/Classes/Controller/GdprManagerController.php","687"
"Path traversal","gdpr-extensions-com_gdpr-extensions-com-cm","/gdpr-extensions-com_gdpr-extensions-com-cm/Classes/Controller/GdprManagerController.php","317"
"Path traversal","gdpr-extensions-com_gdpr-extensions-com-cm","/gdpr-extensions-com_gdpr-extensions-com-cm/Classes/Controller/GdprManagerController.php","327"
"Code injection","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Filter/Attribute.php","441"
"Code injection","geraldloss_glcrossword","/geraldloss_glcrossword/Classes/Ajax/GlcrosswordAjax.php","82"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","169"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","171"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","175"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","194"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","217"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","218"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","233"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","235"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","236"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","237"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","238"
"Server-side request forgery","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Curl.php","240"
"Path traversal","georgringer_news-importicsxml","/georgringer_news-importicsxml/Resources/Private/Contrib/picoFeed/lib/PicoFeed/Client/Stream.php","120"
"Path traversal","grossberger-georg_run-script","/grossberger-georg_run-script/src/Runner/ScriptBuilder.php","60"
"SQL injection","helhum_realurl","/helhum_realurl/Classes/Hooks/UrlRewritingHook.php","769"
"SQL injection","helhum_realurl","/helhum_realurl/Classes/Hooks/UrlRewritingHook.php","1701"
"SQL injection","helhum_realurl","/helhum_realurl/Classes/View/AdministrationModuleFunction.php","1503"
"Path traversal","hn_typo3-mail-sender","/hn_typo3-mail-sender/Classes/Validation/Validator/EmailExistenceValidator.php","181"
"Path traversal","hn_typo3-mail-sender","/hn_typo3-mail-sender/Classes/Validation/Validator/EmailExistenceValidator.php","185"
"SQL injection","in2code_in2publish_core","/in2code_in2publish_core/Classes/Component/Core/Repository/SingleDatabaseRepository.php","99"
"SQL injection","in2code_in2publish_core","/in2code_in2publish_core/Classes/Component/Core/Repository/SingleDatabaseRepository.php","102"
"Code injection","in2code_femanager","/in2code_femanager/Classes/Utility/FrontendUtility.php","56"
"Code injection","in2code_in2publish_core","/in2code_in2publish_core/Classes/Component/RemoteProcedureCall/EnvelopeDispatcher.php","60"
"Path traversal","in2code_in2publish_core","/in2code_in2publish_core/Classes/Component/ConfigContainer/Provider/FileProvider.php","85"
"Path traversal","in2code_in2publish_core","/in2code_in2publish_core/Classes/Component/ConfigContainer/Provider/FileProvider.php","98"
"Path traversal","in2code_in2publish_core","/in2code_in2publish_core/Classes/Component/ConfigContainer/Provider/VersionedFileProvider.php","69"
"Path traversal","in2code_in2publish_core","/in2code_in2publish_core/Classes/Component/ConfigContainer/Provider/VersionedFileProvider.php","82"
"Path traversal","in2code_in2publish_core","/in2code_in2publish_core/Classes/Features/FullTablePublishing/Service/TableBackupService.php","47"
"Path traversal","in2code_in2publish_core","/in2code_in2publish_core/Classes/Features/FullTablePublishing/Service/TableBackupService.php","67"
"Path traversal","in2code_in2publish_core","/in2code_in2publish_core/Classes/Features/FullTablePublishing/Service/TableBackupService.php","145"
"Reflected XSS","in2code_femanager","/in2code_femanager/Tests/Scripts/SaveContent.php","21"
"SQL injection","in2code_lux","/in2code_lux/Classes/Domain/Repository/PagevisitRepository.php","341"
"Command injection","in2code_migration","/in2code_migration/Classes/Utility/FileUtility.php","49"
"Reflected XSS","in2code_lux","/in2code_lux/Classes/Domain/Service/Email/ErrorService.php","55"
"Reflected XSS","in2code_powermail","/in2code_powermail/Classes/Domain/Validator/SpamShieldValidator.php","218"
"Path traversal","innologi_typo3-fileman","/innologi_typo3-fileman/Classes/Controller/FileController.php","238"
"Path traversal","innologi_typo3-fileman","/innologi_typo3-fileman/Classes/Controller/FileController.php","278"
"Path traversal","innologi_typo3-fileman","/innologi_typo3-fileman/Classes/Controller/FileController.php","492"
"Path traversal","innologi_typo3-fileman","/innologi_typo3-fileman/Classes/Controller/FileController.php","577"
"Path traversal","innologi_typo3-fileman","/innologi_typo3-fileman/Classes/Service/FileService.php","180"
"Path traversal","innologi_typo3-fileman","/innologi_typo3-fileman/Resources/Public/Scripts/FileTransfer.php","45"
"Path traversal","interfrog_if_basic","/interfrog_if_basic/Classes/Utility/AjaxUploadEid.php","30"
"Path traversal","interfrog_if_themeconfiguration","/interfrog_if_themeconfiguration/Vendor/Scss/example/Server.php","206"
"Path traversal","interfrog_if_themeconfiguration","/interfrog_if_themeconfiguration/Vendor/Scss/example/Server.php","214"
"Path traversal","interfrog_if_themeconfiguration","/interfrog_if_themeconfiguration/Vendor/Scss/example/Server.php","216"
"SQL injection","ipf_bib","/ipf_bib/Classes/Utility/ReferenceReader.php","545"
"SQL injection","ipf_bib","/ipf_bib/Classes/Utility/ReferenceReader.php","1610"
"SQL injection","ipf_bib","/ipf_bib/Classes/Utility/ReferenceReader.php","1655"
"Command injection","it-recht-kanzlei_itrk-legaltexts-typo3","/it-recht-kanzlei_itrk-legaltexts-typo3/Resources/Private/Contrib/PHP/itrk-plugin-sdk-main/testSuite/src/UnitTest.php","33"
"Path traversal","ipf_bib","/ipf_bib/Classes/Utility/Importer/BibTexImporter.php","338"
"Path traversal","ipf_bib","/ipf_bib/Classes/Utility/Importer/XmlImporter.php","70"
"Unsafe deserialization","jakota_formhandler","/jakota_formhandler/Classes/Controller/AdministrationController.php","40"
"Unsafe deserialization","jakota_formhandler","/jakota_formhandler/Classes/Controller/AdministrationController.php","85"
"Unsafe deserialization","jakota_formhandler","/jakota_formhandler/Classes/Controller/AdministrationController.php","159"
"Path traversal","jakota_formhandler","/jakota_formhandler/Classes/Controller/FormController.php","788"
"Path traversal","jambagecom_base-pdf","/jambagecom_base-pdf/Vendor/dompdf/lib/Cpdf.php","424"
"Path traversal","jambagecom_base-svg","/jambagecom_base-svg/Vendor/php-svg-lib/src/Svg/Surface/CPdf.php","416"
"Path traversal","jambagecom_base-word","/jambagecom_base-word/Vendor/PHPWord/src/PhpWord/Shared/XMLWriter.php","94"
"Path traversal","jambagecom_base-word","/jambagecom_base-word/Vendor/PHPWord/src/PhpWord/Writer/AbstractWriter.php","326"
"Code injection","jambagecom_taxajax","/jambagecom_taxajax/class.tx_taxajax.php","901"
"Server-side request forgery","jambagecom_transactor-paypal","/jambagecom_transactor-paypal/Classes/Api/Listener.php","128"
"Reflected XSS","jambagecom_taxajax","/jambagecom_taxajax/Classes/Middleware/XajaxHandler.php","117"
"Reflected XSS","jambagecom_taxajax","/jambagecom_taxajax/class.tx_taxajax.php","672"
"Reflected XSS","jambagecom_taxajax","/jambagecom_taxajax/class.tx_taxajax.php","710"
"Reflected XSS","jambagecom_transactor","/jambagecom_transactor/Classes/Middleware/TransactionMessageHandler.php","100"
"Reflected XSS","jambagecom_tt-board","/jambagecom_tt-board/Classes/Controller/Submit.php","337"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/Classes/Api/BasketItemViewApi.php","619"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/Classes/Controller/ActivityController.php","996"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/lib/class.tx_ttproducts_csv.php","94"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/lib/class.tx_ttproducts_tracking.php","710"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/lib/class.tx_ttproducts_tracking.php","717"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_account.php","205"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_article_base.php","197"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_card.php","173"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_card.php","267"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_category.php","198"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_category.php","284"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_graduated_price.php","182"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_graduated_price.php","183"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_graduated_price.php","201"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_graduated_price.php","202"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_product.php","587"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_product.php","632"
"SQL injection","jambagecom_tt-products","/jambagecom_tt-products/model/class.tx_ttproducts_static_tax.php","344"
